May 13, 2026   16:16:55
A.C. Impedance
File: c:\users\pc\desktop\srtpData Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 3.298
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.01
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
1.184e+0, 4.155e-1, -7.614e-3, 4.156e-1, -1.0
9.766e-1, 4.164e-1, -7.490e-3, 4.164e-1, -1.0
8.071e-1, 4.171e-1, -7.885e-3, 4.172e-1, -1.1
6.643e-1, 4.179e-1, -8.662e-3, 4.180e-1, -1.2
5.486e-1, 4.188e-1, -9.663e-3, 4.189e-1, -1.3
4.542e-1, 4.198e-1, -1.080e-2, 4.200e-1, -1.5
3.742e-1, 4.209e-1, -1.208e-2, 4.211e-1, -1.6
3.090e-1, 4.220e-1, -1.345e-2, 4.223e-1, -1.8
2.550e-1, 4.233e-1, -1.497e-2, 4.235e-1, -2.0
2.105e-1, 4.246e-1, -1.667e-2, 4.249e-1, -2.2
1.738e-1, 4.260e-1, -1.855e-2, 4.264e-1, -2.5
1.434e-1, 4.276e-1, -2.070e-2, 4.281e-1, -2.8
1.184e-1, 4.293e-1, -2.314e-2, 4.300e-1, -3.1
9.766e-2, 4.312e-1, -2.588e-2, 4.320e-1, -3.4
8.071e-2, 4.335e-1, -2.898e-2, 4.344e-1, -3.8
6.643e-2, 4.360e-1, -3.260e-2, 4.372e-1, -4.3
5.486e-2, 4.388e-1, -3.643e-2, 4.403e-1, -4.7
4.542e-2, 4.420e-1, -4.066e-2, 4.439e-1, -5.3
3.742e-2, 4.457e-1, -4.577e-2, 4.480e-1, -5.9
3.090e-2, 4.499e-1, -5.186e-2, 4.529e-1, -6.6
2.550e-2, 4.545e-1, -5.888e-2, 4.583e-1, -7.4
2.105e-2, 4.599e-1, -6.675e-2, 4.648e-1, -8.3
1.738e-2, 4.664e-1, -7.560e-2, 4.724e-1, -9.2
1.434e-2, 4.737e-1, -8.544e-2, 4.814e-1, -10.2
1.184e-2, 4.821e-1, -9.628e-2, 4.916e-1, -11.3
