May 15, 2026   12:44:30
A.C. Impedance
File: c:\users\pc\desktop\srtpData Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 3.291
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.01
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
3.090e+0, 4.881e-1, -8.982e-3, 4.882e-1, -1.1
2.550e+0, 4.894e-1, -9.108e-3, 4.894e-1, -1.1
2.105e+0, 4.907e-1, -9.475e-3, 4.908e-1, -1.1
1.738e+0, 4.922e-1, -1.003e-2, 4.923e-1, -1.2
1.434e+0, 4.936e-1, -1.073e-2, 4.937e-1, -1.2
1.184e+0, 4.949e-1, -1.087e-2, 4.950e-1, -1.3
9.766e-1, 4.961e-1, -1.077e-2, 4.962e-1, -1.2
8.071e-1, 4.974e-1, -1.128e-2, 4.975e-1, -1.3
6.643e-1, 4.987e-1, -1.231e-2, 4.988e-1, -1.4
5.486e-1, 5.000e-1, -1.362e-2, 5.002e-1, -1.6
4.542e-1, 5.014e-1, -1.497e-2, 5.016e-1, -1.7
3.742e-1, 5.029e-1, -1.648e-2, 5.031e-1, -1.9
3.090e-1, 5.045e-1, -1.814e-2, 5.048e-1, -2.1
2.550e-1, 5.062e-1, -1.991e-2, 5.066e-1, -2.3
2.105e-1, 5.081e-1, -2.191e-2, 5.086e-1, -2.5
1.738e-1, 5.101e-1, -2.421e-2, 5.107e-1, -2.7
1.434e-1, 5.123e-1, -2.680e-2, 5.130e-1, -3.0
1.184e-1, 5.146e-1, -2.968e-2, 5.155e-1, -3.3
9.766e-2, 5.172e-1, -3.289e-2, 5.182e-1, -3.6
8.071e-2, 5.201e-1, -3.653e-2, 5.213e-1, -4.0
6.643e-2, 5.233e-1, -4.067e-2, 5.249e-1, -4.4
5.486e-2, 5.270e-1, -4.496e-2, 5.290e-1, -4.9
4.542e-2, 5.311e-1, -4.977e-2, 5.335e-1, -5.4
3.742e-2, 5.356e-1, -5.566e-2, 5.385e-1, -5.9
3.090e-2, 5.406e-1, -6.249e-2, 5.442e-1, -6.6
2.550e-2, 5.462e-1, -7.022e-2, 5.507e-1, -7.3
2.105e-2, 5.527e-1, -7.894e-2, 5.583e-1, -8.1
1.738e-2, 5.601e-1, -8.858e-2, 5.671e-1, -9.0
1.434e-2, 5.682e-1, -9.913e-2, 5.768e-1, -9.9
1.184e-2, 5.770e-1, -1.107e-1, 5.875e-1, -10.9
