May 19, 2026   13:46:56
A.C. Impedance
File: c:\users\pc\desktop\srtpData Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 2.677
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.01
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
8.071e-1, 4.131e-1, -3.588e-2, 4.147e-1, -5.0
6.643e-1, 4.167e-1, -3.842e-2, 4.185e-1, -5.3
5.486e-1, 4.204e-1, -4.137e-2, 4.224e-1, -5.6
4.542e-1, 4.243e-1, -4.473e-2, 4.266e-1, -6.0
3.742e-1, 4.284e-1, -4.863e-2, 4.312e-1, -6.5
3.090e-1, 4.328e-1, -5.314e-2, 4.361e-1, -7.0
2.550e-1, 4.374e-1, -5.825e-2, 4.413e-1, -7.6
2.105e-1, 4.423e-1, -6.405e-2, 4.469e-1, -8.2
1.738e-1, 4.476e-1, -7.071e-2, 4.532e-1, -9.0
1.434e-1, 4.534e-1, -7.833e-2, 4.601e-1, -9.8
1.184e-1, 4.595e-1, -8.703e-2, 4.677e-1, -10.7
9.766e-2, 4.660e-1, -9.701e-2, 4.760e-1, -11.8
8.071e-2, 4.731e-1, -1.086e-1, 4.854e-1, -12.9
6.643e-2, 4.805e-1, -1.219e-1, 4.958e-1, -14.2
5.486e-2, 4.887e-1, -1.371e-1, 5.076e-1, -15.7
4.542e-2, 4.976e-1, -1.547e-1, 5.211e-1, -17.3
3.742e-2, 5.070e-1, -1.756e-1, 5.366e-1, -19.1
3.090e-2, 5.172e-1, -2.004e-1, 5.546e-1, -21.2
2.550e-2, 5.281e-1, -2.295e-1, 5.758e-1, -23.5
2.105e-2, 5.398e-1, -2.638e-1, 6.008e-1, -26.0
1.738e-2, 5.525e-1, -3.042e-1, 6.307e-1, -28.8
1.434e-2, 5.662e-1, -3.519e-1, 6.666e-1, -31.9
1.184e-2, 5.808e-1, -4.070e-1, 7.092e-1, -35.0
