May 13, 2026   14:31:29
A.C. Impedance
File: c:\users\pc\desktop\srtpData Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 3.299
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.01
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
2.550e+0, 3.144e-1, -7.256e-3, 3.145e-1, -1.3
2.105e+0, 3.153e-1, -7.445e-3, 3.154e-1, -1.4
1.738e+0, 3.162e-1, -7.811e-3, 3.163e-1, -1.4
1.434e+0, 3.171e-1, -8.341e-3, 3.172e-1, -1.5
1.184e+0, 3.179e-1, -8.499e-3, 3.181e-1, -1.5
9.766e-1, 3.188e-1, -8.474e-3, 3.189e-1, -1.5
8.071e-1, 3.196e-1, -8.865e-3, 3.197e-1, -1.6
6.643e-1, 3.205e-1, -9.613e-3, 3.206e-1, -1.7
5.486e-1, 3.213e-1, -1.063e-2, 3.215e-1, -1.9
4.542e-1, 3.222e-1, -1.176e-2, 3.224e-1, -2.1
3.742e-1, 3.232e-1, -1.303e-2, 3.234e-1, -2.3
3.090e-1, 3.242e-1, -1.446e-2, 3.245e-1, -2.6
2.550e-1, 3.253e-1, -1.606e-2, 3.257e-1, -2.8
2.105e-1, 3.266e-1, -1.785e-2, 3.271e-1, -3.1
1.738e-1, 3.279e-1, -1.984e-2, 3.285e-1, -3.5
1.434e-1, 3.293e-1, -2.207e-2, 3.300e-1, -3.8
1.184e-1, 3.308e-1, -2.456e-2, 3.317e-1, -4.2
9.766e-2, 3.326e-1, -2.738e-2, 3.337e-1, -4.7
8.071e-2, 3.345e-1, -3.063e-2, 3.359e-1, -5.2
6.643e-2, 3.367e-1, -3.434e-2, 3.384e-1, -5.8
5.486e-2, 3.391e-1, -3.830e-2, 3.413e-1, -6.4
4.542e-2, 3.421e-1, -4.273e-2, 3.448e-1, -7.1
3.742e-2, 3.455e-1, -4.802e-2, 3.488e-1, -7.9
3.090e-2, 3.493e-1, -5.410e-2, 3.535e-1, -8.8
2.550e-2, 3.538e-1, -6.102e-2, 3.590e-1, -9.8
2.105e-2, 3.589e-1, -6.884e-2, 3.654e-1, -10.9
1.738e-2, 3.650e-1, -7.757e-2, 3.732e-1, -12.0
1.434e-2, 3.722e-1, -8.707e-2, 3.823e-1, -13.2
1.184e-2, 3.805e-1, -9.727e-2, 3.928e-1, -14.3
