May 15, 2026   15:41:21
A.C. Impedance
File: c:\users\pc\desktop\srtpData Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 3.281
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.01
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
3.090e+0, 4.497e-1, -9.174e-3, 4.498e-1, -1.2
2.550e+0, 4.509e-1, -9.357e-3, 4.510e-1, -1.2
2.105e+0, 4.524e-1, -9.803e-3, 4.525e-1, -1.2
1.738e+0, 4.539e-1, -1.041e-2, 4.540e-1, -1.3
1.434e+0, 4.554e-1, -1.110e-2, 4.555e-1, -1.4
1.184e+0, 4.568e-1, -1.130e-2, 4.569e-1, -1.4
9.766e-1, 4.581e-1, -1.129e-2, 4.582e-1, -1.4
8.071e-1, 4.594e-1, -1.183e-2, 4.595e-1, -1.5
6.643e-1, 4.607e-1, -1.281e-2, 4.609e-1, -1.6
5.486e-1, 4.622e-1, -1.402e-2, 4.624e-1, -1.7
4.542e-1, 4.638e-1, -1.535e-2, 4.640e-1, -1.9
3.742e-1, 4.654e-1, -1.683e-2, 4.657e-1, -2.1
3.090e-1, 4.672e-1, -1.845e-2, 4.676e-1, -2.3
2.550e-1, 4.692e-1, -2.021e-2, 4.696e-1, -2.5
2.105e-1, 4.712e-1, -2.203e-2, 4.717e-1, -2.7
1.738e-1, 4.734e-1, -2.399e-2, 4.740e-1, -2.9
1.434e-1, 4.758e-1, -2.620e-2, 4.765e-1, -3.2
1.184e-1, 4.784e-1, -2.871e-2, 4.792e-1, -3.4
9.766e-2, 4.812e-1, -3.153e-2, 4.822e-1, -3.7
8.071e-2, 4.844e-1, -3.467e-2, 4.857e-1, -4.1
6.643e-2, 4.880e-1, -3.815e-2, 4.895e-1, -4.5
5.486e-2, 4.918e-1, -4.171e-2, 4.936e-1, -4.8
4.542e-2, 4.961e-1, -4.560e-2, 4.982e-1, -5.3
3.742e-2, 5.009e-1, -5.028e-2, 5.034e-1, -5.7
3.090e-2, 5.062e-1, -5.576e-2, 5.093e-1, -6.3
2.550e-2, 5.123e-1, -6.202e-2, 5.160e-1, -6.9
2.105e-2, 5.191e-1, -6.892e-2, 5.237e-1, -7.6
1.738e-2, 5.270e-1, -7.649e-2, 5.325e-1, -8.3
1.434e-2, 5.359e-1, -8.475e-2, 5.426e-1, -9.0
1.184e-2, 5.459e-1, -9.371e-2, 5.539e-1, -9.7
