May 16, 2026   09:30:42
A.C. Impedance
File: c:\users\pc\desktop\srtpData Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 3.26
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.01
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
5.744e+1, 3.908e-1, -8.484e-3, 3.909e-1, -1.2
4.650e+1, 3.920e-1, -9.153e-3, 3.921e-1, -1.3
3.756e+1, 3.930e-1, -9.667e-3, 3.932e-1, -1.4
3.150e+1, 3.941e-1, -1.001e-2, 3.942e-1, -1.5
2.570e+1, 3.951e-1, -1.027e-2, 3.952e-1, -1.5
2.123e+1, 3.960e-1, -1.051e-2, 3.962e-1, -1.5
1.744e+1, 3.970e-1, -1.073e-2, 3.972e-1, -1.5
1.436e+1, 3.981e-1, -1.097e-2, 3.982e-1, -1.6
1.191e+1, 3.999e-1, -1.016e-2, 4.000e-1, -1.5
9.766e+0, 4.022e-1, -8.780e-3, 4.023e-1, -1.3
8.071e+0, 4.041e-1, -8.153e-3, 4.042e-1, -1.2
6.643e+0, 4.056e-1, -8.190e-3, 4.056e-1, -1.2
5.486e+0, 4.067e-1, -8.724e-3, 4.068e-1, -1.2
4.542e+0, 4.077e-1, -9.367e-3, 4.078e-1, -1.3
3.742e+0, 4.088e-1, -9.639e-3, 4.089e-1, -1.4
3.090e+0, 4.100e-1, -9.650e-3, 4.102e-1, -1.3
2.550e+0, 4.113e-1, -9.943e-3, 4.115e-1, -1.4
2.105e+0, 4.128e-1, -1.042e-2, 4.130e-1, -1.4
1.738e+0, 4.145e-1, -1.108e-2, 4.146e-1, -1.5
1.434e+0, 4.160e-1, -1.186e-2, 4.161e-1, -1.6
1.184e+0, 4.174e-1, -1.219e-2, 4.175e-1, -1.7
9.766e-1, 4.188e-1, -1.235e-2, 4.190e-1, -1.7
8.071e-1, 4.203e-1, -1.302e-2, 4.205e-1, -1.8
6.643e-1, 4.218e-1, -1.414e-2, 4.220e-1, -1.9
5.486e-1, 4.233e-1, -1.550e-2, 4.236e-1, -2.1
4.542e-1, 4.250e-1, -1.697e-2, 4.253e-1, -2.3
3.742e-1, 4.267e-1, -1.858e-2, 4.271e-1, -2.5
3.090e-1, 4.286e-1, -2.033e-2, 4.291e-1, -2.7
2.550e-1, 4.306e-1, -2.225e-2, 4.311e-1, -3.0
2.105e-1, 4.327e-1, -2.437e-2, 4.334e-1, -3.2
1.738e-1, 4.351e-1, -2.674e-2, 4.359e-1, -3.5
1.434e-1, 4.376e-1, -2.939e-2, 4.386e-1, -3.8
1.184e-1, 4.403e-1, -3.233e-2, 4.415e-1, -4.2
9.766e-2, 4.434e-1, -3.559e-2, 4.448e-1, -4.6
8.071e-2, 4.467e-1, -3.927e-2, 4.484e-1, -5.0
6.643e-2, 4.502e-1, -4.342e-2, 4.523e-1, -5.5
5.486e-2, 4.542e-1, -4.773e-2, 4.567e-1, -6.0
4.542e-2, 4.586e-1, -5.248e-2, 4.616e-1, -6.5
3.742e-2, 4.634e-1, -5.818e-2, 4.670e-1, -7.2
3.090e-2, 4.686e-1, -6.478e-2, 4.730e-1, -7.9
2.550e-2, 4.744e-1, -7.233e-2, 4.798e-1, -8.7
2.105e-2, 4.808e-1, -8.069e-2, 4.876e-1, -9.5
1.738e-2, 4.882e-1, -9.000e-2, 4.964e-1, -10.4
1.434e-2, 4.965e-1, -1.002e-1, 5.065e-1, -11.4
1.184e-2, 5.057e-1, -1.113e-1, 5.178e-1, -12.4
