May 17, 2026   18:46:00
A.C. Impedance
File: c:\users\pc\desktop\srtpData Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 3.172
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.01
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
6.975e+1, 4.180e-1, -9.358e-3, 4.181e-1, -1.3
5.744e+1, 4.194e-1, -1.014e-2, 4.196e-1, -1.4
4.650e+1, 4.208e-1, -1.082e-2, 4.209e-1, -1.5
3.756e+1, 4.220e-1, -1.133e-2, 4.222e-1, -1.5
3.150e+1, 4.233e-1, -1.166e-2, 4.234e-1, -1.6
2.570e+1, 4.244e-1, -1.192e-2, 4.246e-1, -1.6
2.123e+1, 4.256e-1, -1.212e-2, 4.258e-1, -1.6
1.744e+1, 4.268e-1, -1.230e-2, 4.269e-1, -1.7
1.436e+1, 4.279e-1, -1.249e-2, 4.281e-1, -1.7
1.191e+1, 4.298e-1, -1.161e-2, 4.300e-1, -1.5
9.766e+0, 4.323e-1, -1.016e-2, 4.324e-1, -1.3
8.071e+0, 4.343e-1, -9.516e-3, 4.344e-1, -1.3
6.643e+0, 4.358e-1, -9.593e-3, 4.359e-1, -1.3
5.486e+0, 4.370e-1, -1.021e-2, 4.371e-1, -1.3
4.542e+0, 4.382e-1, -1.099e-2, 4.383e-1, -1.4
3.742e+0, 4.394e-1, -1.140e-2, 4.396e-1, -1.5
3.090e+0, 4.409e-1, -1.159e-2, 4.410e-1, -1.5
2.550e+0, 4.424e-1, -1.214e-2, 4.426e-1, -1.6
2.105e+0, 4.442e-1, -1.288e-2, 4.444e-1, -1.7
1.738e+0, 4.463e-1, -1.380e-2, 4.465e-1, -1.8
1.434e+0, 4.482e-1, -1.491e-2, 4.485e-1, -1.9
1.184e+0, 4.501e-1, -1.560e-2, 4.503e-1, -2.0
9.766e-1, 4.519e-1, -1.613e-2, 4.522e-1, -2.0
8.071e-1, 4.538e-1, -1.721e-2, 4.541e-1, -2.2
6.643e-1, 4.558e-1, -1.875e-2, 4.562e-1, -2.4
5.486e-1, 4.579e-1, -2.055e-2, 4.584e-1, -2.6
4.542e-1, 4.601e-1, -2.250e-2, 4.607e-1, -2.8
3.742e-1, 4.625e-1, -2.465e-2, 4.632e-1, -3.1
3.090e-1, 4.650e-1, -2.696e-2, 4.658e-1, -3.3
2.550e-1, 4.676e-1, -2.949e-2, 4.686e-1, -3.6
2.105e-1, 4.705e-1, -3.227e-2, 4.716e-1, -3.9
1.738e-1, 4.735e-1, -3.539e-2, 4.748e-1, -4.3
1.434e-1, 4.767e-1, -3.886e-2, 4.783e-1, -4.7
1.184e-1, 4.801e-1, -4.273e-2, 4.820e-1, -5.1
9.766e-2, 4.838e-1, -4.700e-2, 4.860e-1, -5.5
8.071e-2, 4.877e-1, -5.179e-2, 4.904e-1, -6.1
6.643e-2, 4.919e-1, -5.723e-2, 4.952e-1, -6.6
5.486e-2, 4.966e-1, -6.307e-2, 5.006e-1, -7.2
4.542e-2, 5.021e-1, -6.962e-2, 5.069e-1, -7.9
3.742e-2, 5.083e-1, -7.746e-2, 5.141e-1, -8.7
3.090e-2, 5.152e-1, -8.662e-2, 5.225e-1, -9.5
2.550e-2, 5.230e-1, -9.727e-2, 5.319e-1, -10.5
2.105e-2, 5.313e-1, -1.095e-1, 5.425e-1, -11.6
1.738e-2, 5.406e-1, -1.235e-1, 5.545e-1, -12.9
1.434e-2, 5.516e-1, -1.392e-1, 5.689e-1, -14.2
1.184e-2, 5.644e-1, -1.567e-1, 5.857e-1, -15.5
