May 16, 2026   09:58:01
A.C. Impedance
File: c:\users\pc\desktop\srtpData Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 3.26
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.01
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
1.738e-1, 4.475e-1, -2.631e-2, 4.483e-1, -3.4
1.434e-1, 4.498e-1, -2.896e-2, 4.508e-1, -3.7
1.184e-1, 4.524e-1, -3.195e-2, 4.535e-1, -4.0
9.766e-2, 4.552e-1, -3.522e-2, 4.565e-1, -4.4
8.071e-2, 4.583e-1, -3.889e-2, 4.599e-1, -4.9
6.643e-2, 4.617e-1, -4.307e-2, 4.637e-1, -5.3
5.486e-2, 4.655e-1, -4.748e-2, 4.680e-1, -5.8
4.542e-2, 4.699e-1, -5.234e-2, 4.728e-1, -6.4
3.742e-2, 4.747e-1, -5.818e-2, 4.782e-1, -7.0
3.090e-2, 4.801e-1, -6.505e-2, 4.845e-1, -7.7
2.550e-2, 4.863e-1, -7.289e-2, 4.917e-1, -8.5
2.105e-2, 4.932e-1, -8.164e-2, 4.999e-1, -9.4
1.738e-2, 5.010e-1, -9.130e-2, 5.093e-1, -10.3
1.434e-2, 5.096e-1, -1.019e-1, 5.197e-1, -11.3
1.184e-2, 5.192e-1, -1.134e-1, 5.314e-1, -12.3
