May 17, 2026   18:02:57
A.C. Impedance
File: c:\users\pc\desktop\srtpData Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 3.171
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.01
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
4.650e+1, 4.380e-1, -1.046e-2, 4.381e-1, -1.4
3.756e+1, 4.392e-1, -1.100e-2, 4.394e-1, -1.4
3.150e+1, 4.405e-1, -1.136e-2, 4.406e-1, -1.5
2.570e+1, 4.416e-1, -1.163e-2, 4.418e-1, -1.5
2.123e+1, 4.428e-1, -1.187e-2, 4.429e-1, -1.5
1.744e+1, 4.439e-1, -1.210e-2, 4.441e-1, -1.6
1.436e+1, 4.450e-1, -1.233e-2, 4.452e-1, -1.6
1.191e+1, 4.469e-1, -1.140e-2, 4.471e-1, -1.5
9.766e+0, 4.493e-1, -9.880e-3, 4.494e-1, -1.3
8.071e+0, 4.512e-1, -9.220e-3, 4.513e-1, -1.2
6.643e+0, 4.526e-1, -9.313e-3, 4.527e-1, -1.2
5.486e+0, 4.538e-1, -9.978e-3, 4.539e-1, -1.3
4.542e+0, 4.549e-1, -1.078e-2, 4.551e-1, -1.4
3.742e+0, 4.562e-1, -1.118e-2, 4.563e-1, -1.4
3.090e+0, 4.576e-1, -1.136e-2, 4.577e-1, -1.4
2.550e+0, 4.591e-1, -1.189e-2, 4.592e-1, -1.5
2.105e+0, 4.608e-1, -1.265e-2, 4.610e-1, -1.6
1.738e+0, 4.628e-1, -1.360e-2, 4.630e-1, -1.7
1.434e+0, 4.646e-1, -1.467e-2, 4.649e-1, -1.8
1.184e+0, 4.665e-1, -1.529e-2, 4.667e-1, -1.9
9.766e-1, 4.683e-1, -1.577e-2, 4.685e-1, -1.9
8.071e-1, 4.702e-1, -1.682e-2, 4.705e-1, -2.0
6.643e-1, 4.721e-1, -1.836e-2, 4.725e-1, -2.2
5.486e-1, 4.742e-1, -2.021e-2, 4.746e-1, -2.4
4.542e-1, 4.764e-1, -2.217e-2, 4.769e-1, -2.7
3.742e-1, 4.788e-1, -2.428e-2, 4.794e-1, -2.9
3.090e-1, 4.812e-1, -2.656e-2, 4.820e-1, -3.2
2.550e-1, 4.837e-1, -2.909e-2, 4.846e-1, -3.4
2.105e-1, 4.863e-1, -3.186e-2, 4.874e-1, -3.7
1.738e-1, 4.893e-1, -3.496e-2, 4.905e-1, -4.1
1.434e-1, 4.924e-1, -3.845e-2, 4.939e-1, -4.5
1.184e-1, 4.957e-1, -4.233e-2, 4.975e-1, -4.9
9.766e-2, 4.994e-1, -4.666e-2, 5.016e-1, -5.3
8.071e-2, 5.035e-1, -5.156e-2, 5.061e-1, -5.8
6.643e-2, 5.078e-1, -5.716e-2, 5.110e-1, -6.4
5.486e-2, 5.125e-1, -6.320e-2, 5.164e-1, -7.0
4.542e-2, 5.178e-1, -7.000e-2, 5.226e-1, -7.7
3.742e-2, 5.237e-1, -7.809e-2, 5.295e-1, -8.5
3.090e-2, 5.302e-1, -8.763e-2, 5.374e-1, -9.4
2.550e-2, 5.379e-1, -9.875e-2, 5.469e-1, -10.4
2.105e-2, 5.472e-1, -1.115e-1, 5.585e-1, -11.5
1.738e-2, 5.579e-1, -1.260e-1, 5.719e-1, -12.7
1.434e-2, 5.700e-1, -1.424e-1, 5.875e-1, -14.0
1.184e-2, 5.836e-1, -1.610e-1, 6.054e-1, -15.4
