May 13, 2026   16:42:46
A.C. Impedance
File: c:\users\pc\desktop\srtpData Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 3.298
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.01
Imp FT
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
3.150e+1, 3.999e-1, -8.014e-3, 4.000e-1, -1.1
2.570e+1, 4.007e-1, -8.288e-3, 4.008e-1, -1.2
2.123e+1, 4.015e-1, -8.511e-3, 4.016e-1, -1.2
1.744e+1, 4.023e-1, -8.709e-3, 4.024e-1, -1.2
1.436e+1, 4.031e-1, -8.902e-3, 4.032e-1, -1.3
1.191e+1, 4.049e-1, -8.021e-3, 4.050e-1, -1.1
9.766e+0, 4.072e-1, -6.538e-3, 4.073e-1, -0.9
8.071e+0, 4.090e-1, -5.820e-3, 4.090e-1, -0.8
6.643e+0, 4.103e-1, -5.744e-3, 4.103e-1, -0.8
5.486e+0, 4.111e-1, -6.120e-3, 4.112e-1, -0.9
4.542e+0, 4.119e-1, -6.556e-3, 4.119e-1, -0.9
3.742e+0, 4.126e-1, -6.586e-3, 4.126e-1, -0.9
3.090e+0, 4.134e-1, -6.357e-3, 4.135e-1, -0.9
2.550e+0, 4.143e-1, -6.410e-3, 4.143e-1, -0.9
2.105e+0, 4.153e-1, -6.663e-3, 4.153e-1, -0.9
1.738e+0, 4.163e-1, -7.066e-3, 4.163e-1, -1.0
1.434e+0, 4.171e-1, -7.565e-3, 4.172e-1, -1.0
1.184e+0, 4.180e-1, -7.640e-3, 4.180e-1, -1.0
9.766e-1, 4.188e-1, -7.539e-3, 4.189e-1, -1.0
8.071e-1, 4.197e-1, -7.952e-3, 4.198e-1, -1.1
6.643e-1, 4.206e-1, -8.800e-3, 4.206e-1, -1.2
5.486e-1, 4.214e-1, -9.835e-3, 4.216e-1, -1.3
4.542e-1, 4.224e-1, -1.094e-2, 4.225e-1, -1.5
3.742e-1, 4.234e-1, -1.219e-2, 4.236e-1, -1.6
3.090e-1, 4.246e-1, -1.359e-2, 4.248e-1, -1.8
2.550e-1, 4.258e-1, -1.512e-2, 4.260e-1, -2.0
2.105e-1, 4.271e-1, -1.681e-2, 4.274e-1, -2.3
1.738e-1, 4.286e-1, -1.875e-2, 4.290e-1, -2.5
1.434e-1, 4.302e-1, -2.091e-2, 4.307e-1, -2.8
1.184e-1, 4.320e-1, -2.334e-2, 4.327e-1, -3.1
9.766e-2, 4.340e-1, -2.610e-2, 4.348e-1, -3.4
8.071e-2, 4.361e-1, -2.928e-2, 4.371e-1, -3.8
6.643e-2, 4.386e-1, -3.296e-2, 4.399e-1, -4.3
5.486e-2, 4.415e-1, -3.682e-2, 4.431e-1, -4.8
4.542e-2, 4.448e-1, -4.108e-2, 4.467e-1, -5.3
3.742e-2, 4.484e-1, -4.618e-2, 4.508e-1, -5.9
3.090e-2, 4.525e-1, -5.222e-2, 4.555e-1, -6.6
2.550e-2, 4.572e-1, -5.930e-2, 4.610e-1, -7.4
2.105e-2, 4.626e-1, -6.728e-2, 4.674e-1, -8.3
1.738e-2, 4.688e-1, -7.619e-2, 4.749e-1, -9.2
1.434e-2, 4.760e-1, -8.605e-2, 4.837e-1, -10.2
1.184e-2, 4.842e-1, -9.685e-2, 4.938e-1, -11.3
