May 12, 2026   17:55:14
A.C. Impedance
File: c:\users\pc\desktop\srtpData Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 3.33
High Frequency (Hz) = 1e+4
Low Frequency (Hz) = 0.01
Imp FT
Amplitude (V) = 0.001
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
5.486e-1, 3.400e-1, -9.258e-3, 3.401e-1, -1.6
4.542e-1, 3.409e-1, -1.024e-2, 3.411e-1, -1.7
3.742e-1, 3.420e-1, -1.146e-2, 3.422e-1, -1.9
3.090e-1, 3.431e-1, -1.286e-2, 3.433e-1, -2.1
2.550e-1, 3.443e-1, -1.433e-2, 3.446e-1, -2.4
2.105e-1, 3.456e-1, -1.593e-2, 3.460e-1, -2.6
1.738e-1, 3.470e-1, -1.771e-2, 3.475e-1, -2.9
1.434e-1, 3.485e-1, -1.956e-2, 3.490e-1, -3.2
1.184e-1, 3.502e-1, -2.165e-2, 3.508e-1, -3.5
9.766e-2, 3.521e-1, -2.416e-2, 3.530e-1, -3.9
8.071e-2, 3.544e-1, -2.696e-2, 3.555e-1, -4.4
6.643e-2, 3.571e-1, -3.023e-2, 3.584e-1, -4.8
5.486e-2, 3.600e-1, -3.343e-2, 3.616e-1, -5.3
4.542e-2, 3.632e-1, -3.694e-2, 3.650e-1, -5.8
3.742e-2, 3.665e-1, -4.142e-2, 3.688e-1, -6.4
3.090e-2, 3.703e-1, -4.630e-2, 3.732e-1, -7.1
2.550e-2, 3.753e-1, -5.186e-2, 3.788e-1, -7.9
2.105e-2, 3.807e-1, -5.831e-2, 3.852e-1, -8.7
1.738e-2, 3.866e-1, -6.516e-2, 3.920e-1, -9.6
1.434e-2, 3.932e-1, -7.239e-2, 3.998e-1, -10.4
1.184e-2, 4.004e-1, -8.007e-2, 4.083e-1, -11.3
